"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"42","0.215906","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000017"
"44","0.226396","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000018"
"46","0.236597","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000019"
"49","0.246988","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000020"
"51","0.257235","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000021"
"53","0.267437","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000022"
"55","0.277678","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000023"
"57","0.287890","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000024"
"59","0.298179","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000025"
"61","0.308405","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000026"
"63","0.318598","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000027"
"65","0.328849","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000028"
"67","0.339348","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000029"
"69","0.349629","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000030"
"72","0.360018","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000031"
"74","0.370152","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000032"
"76","0.380357","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000033"
"78","0.390643","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000034"
"80","0.400889","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000035"
"82","0.411375","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000036"
"84","0.421789","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000037"
"86","0.432063","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000038"
"88","0.442303","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000039"
"90","0.452488","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000040"
"92","0.462976","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000041"
"94","0.473569","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000042"
"96","0.483756","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000043"
"98","0.494156","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000044"
"100","0.504608","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000045"
"102","0.514843","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000046"
"104","0.525027","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000047"
"106","0.535252","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000048"
"108","0.545525","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000049"
"110","0.555694","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000050"
"112","0.566188","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000051"
"114","0.576426","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000052"
"116","0.586894","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000053"
"118","0.597150","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000054"
"120","0.607610","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000055"
"122","0.618048","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000056"
"124","0.628524","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000057"
"126","0.638990","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000058"
"128","0.649236","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000059"
"131","0.659635","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000060"
"133","0.670056","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000061"
"135","0.680240","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000062"
"137","0.690447","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000063"
"139","0.700733","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000064"
"141","0.710924","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000065"
"143","0.721384","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000066"
"145","0.731870","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000067"
"147","0.742111","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000068"
"149","0.752379","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000069"
"151","0.762851","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000070"
"153","0.773347","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000071"
"155","0.783483","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000072"
"157","0.794023","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000073"
"159","0.804292","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000074"
"161","0.814816","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000075"
"163","0.825272","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000076"
"165","0.835474","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000077"
"167","0.845751","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000078"
"169","0.855945","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000079"
"171","0.866387","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000080"
"173","0.876571","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000081"
"175","0.886918","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000082"
"177","0.897179","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000083"
"179","0.907653","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000084"
"181","0.918120","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000085"
"183","0.928585","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000086"
"185","0.939048","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000087"
"187","0.949334","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000088"
"190","0.960060","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000089"
"192","0.970126","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000090"
"194","0.980508","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000091"
"196","0.990970","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000092"
"198","1.001350","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000093"
"200","1.011628","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000094"
"202","1.021904","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000095"
"204","1.032417","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000096"
"206","1.042907","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000097"
"208","1.053194","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000098"
"210","1.063673","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000099"
"212","1.074146","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000100"
"214","1.084664","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000101"
"216","1.094933","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000102"
"218","1.105118","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000103"
"220","1.115566","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000104"
"222","1.126069","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000105"
"224","1.136274","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000106"
"226","1.146548","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000107"
"228","1.157043","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000108"
"230","1.167508","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000109"
"232","1.177696","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000110"
"234","1.188200","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000111"
"236","1.198450","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000112"
"238","1.208912","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000113"
"240","1.219314","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000114"
"243","1.229614","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000115"
"245","1.240287","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000116"
"247","1.250549","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000117"
"249","1.260761","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000118"
"251","1.271245","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000119"
"253","1.281461","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000120"
"255","1.291666","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000121"
"257","1.301911","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000122"
"259","1.312370","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000123"
"261","1.322854","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000124"
"263","1.333330","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000125"
"265","1.343794","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000126"
"267","1.354061","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000127"
"269","1.364553","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000128"
"271","1.375068","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000129"
"273","1.385329","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000130"
"275","1.395573","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000131"
"277","1.405773","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000132"
"279","1.416127","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000133"
"281","1.426624","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000134"
"283","1.437092","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000135"
"285","1.447510","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000136"
"287","1.457994","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000137"
"289","1.468469","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000138"
"291","1.478676","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000139"
"293","1.489148","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000140"
"295","1.499509","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000141"
"298","1.510186","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000142"
"300","1.520374","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000143"
"302","1.530863","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000144"
"304","1.541353","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000145"
"306","1.551624","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000146"
"308","1.562142","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000147"
"310","1.572627","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000148"
"312","1.582848","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000149"
"314","1.593329","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000150"
"316","1.603573","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000151"
"318","1.614043","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000152"
"320","1.624466","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000153"
"322","1.634992","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000154"
"324","1.645274","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000155"
"326","1.655746","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000156"
"328","1.666224","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000157"
"330","1.676436","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000158"
"332","1.686618","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000159"
"334","1.696885","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000160"
"336","1.707370","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000161"
"338","1.717853","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000162"
"340","1.728309","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000163"
"342","1.738524","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000164"
"344","1.748769","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000165"
"346","1.759241","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000166"
"349","1.769623","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000167"
"351","1.780102","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000168"
"353","1.790280","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000169"
"355","1.800518","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000170"
"357","1.811040","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000171"
"359","1.821508","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000172"
"361","1.831985","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000173"
"363","1.842472","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000174"
"365","1.852728","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000175"
"367","1.863214","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000176"
"369","1.873687","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000177"
"371","1.883911","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000178"
"373","1.894185","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000179"
"375","1.904439","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000180"
"377","1.914946","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000181"
"379","1.925012","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000182"
"381","1.935492","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000183"
"383","1.945755","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000184"
"385","1.955976","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000185"
"387","1.966285","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000186"
"389","1.976688","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000187"
"391","1.987174","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000188"
"393","1.997511","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000189"
"395","2.007814","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000190"
"397","2.018093","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000191"
"399","2.028622","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000192"
"401","2.039117","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000193"
"403","2.049269","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000194"
"406","2.059986","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000195"
"408","2.070159","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000196"
"410","2.080335","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000197"
"412","2.090809","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000198"
"414","2.101090","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000199"
"416","2.111584","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000200"
"418","2.122011","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000201"
"420","2.132233","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000202"
"422","2.142460","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000203"
"424","2.152705","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000204"
"426","2.163182","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000205"
"428","2.173743","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000206"
"430","2.184185","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000207"
"432","2.194865","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000208"
"434","2.205308","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000209"
"436","2.215745","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000210"
"438","2.225929","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000211"
"440","2.236236","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000212"
"442","2.246417","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000213"
"444","2.256892","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000214"
"446","2.267378","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000215"
"448","2.277608","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000216"
"450","2.288076","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000217"
"452","2.298343","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000218"
"454","2.308817","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000219"
"456","2.319378","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000220"
"459","2.330028","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000221"
"461","2.340539","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000222"
"463","2.350825","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000223"
"465","2.361023","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000224"
"467","2.371478","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000225"
"469","2.381679","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000226"
"471","2.392015","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000227"
"473","2.402270","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000228"
"475","2.412476","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000229"
"477","2.422837","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000230"
"479","2.433306","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000231"
"481","2.443776","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000232"
"483","2.454084","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000233"
"485","2.464658","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000234"
"487","2.474873","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000235"
"489","2.485075","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03C93548, SEQ=0000000236"
