"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"11","0.051678","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000001"
"13","0.061421","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000002"
"15","0.071773","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000003"
"17","0.082181","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000004"
"19","0.092527","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000005"
"21","0.102652","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000006"
"23","0.113006","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000007"
"25","0.123365","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000008"
"27","0.133741","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000009"
"29","0.144084","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000010"
"31","0.154233","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000011"
"33","0.164627","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000012"
"35","0.175020","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000013"
"37","0.185385","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000014"
"39","0.195469","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000015"
"41","0.205903","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000016"
"43","0.216254","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000017"
"45","0.226626","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000018"
"47","0.237052","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000019"
"50","0.247338","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000020"
"52","0.257643","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000021"
"54","0.268045","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000022"
"56","0.278415","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000023"
"58","0.288742","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000024"
"60","0.298967","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000025"
"62","0.309335","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000026"
"65","0.319861","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000027"
"67","0.330215","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000028"
"69","0.340549","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000029"
"71","0.350711","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000030"
"73","0.361076","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000031"
"75","0.371449","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000032"
"77","0.381822","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000033"
"79","0.391894","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000034"
"81","0.402099","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000035"
"83","0.412372","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000036"
"85","0.422727","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000037"
"87","0.433212","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000038"
"89","0.443471","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000039"
"91","0.453727","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000040"
"93","0.464119","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000041"
"95","0.474489","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000042"
"97","0.484932","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000043"
"99","0.495146","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000044"
"101","0.505285","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000045"
"103","0.515594","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000046"
"105","0.525935","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000047"
"107","0.536265","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000048"
"109","0.546388","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000049"
"111","0.556612","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000050"
"113","0.567083","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000051"
"115","0.577442","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000052"
"117","0.587811","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000053"
"119","0.597940","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000054"
"121","0.608259","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000055"
"123","0.618608","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000056"
"125","0.628866","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000057"
"127","0.639274","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000058"
"130","0.649912","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000059"
"132","0.660250","192.168.210.200","192.168.210.5","ENIP","67","00","Connection:  ID=0x03B0CAF8, SEQ=0000000060"
